Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
ch1_s8_andia1_2269f3cd		I see a beautiful dark-skinned person smiling back at me.	game/story scripts/ch1.8.rpy	99	"[what]"
ch1_s8_andia1_ca3d1878	d	Is that how you see me?	game/story scripts/ch1.8.rpy	100	d "[what]"
ch1_s8_andia1_ff774e60	a	Is it... bad?	game/story scripts/ch1.8.rpy	102	a "[what]"
ch1_s8_andia1_fb4d3055	d	Of course not! It's amazing!	game/story scripts/ch1.8.rpy	103	d "[what]"
ch1_s8_andia1_ba12685a	a	You can have it... if you want.	game/story scripts/ch1.8.rpy	104	a "[what]"
ch1_s8_andia1_7c03fe24	d	Of course I do. Oh, how can I ever repay you!	game/story scripts/ch1.8.rpy	106	d "[what]"
ch1_s8_andia1_120c9f2c	a	Ah... you don't have to!	game/story scripts/ch1.8.rpy	107	a "[what]"
ch1_s8_andia1_009562b1		I lean in to Andia and gently kiss her cheek. She turns beet red and I smile at her as she holds a palm to the place I kissed.	game/story scripts/ch1.8.rpy	112	"[what]"
ch1_s8_andia1_e81d8ea8	d	Thank you!	game/story scripts/ch1.8.rpy	113	d "[what]"
ch1_s8_andia1_9be90a5c	a	Y-you're welcome!	game/story scripts/ch1.8.rpy	114	a "[what]"
ch1_s8_andia1_608ab9f2		She stutters when she's really embarrassed. How cute!	game/story scripts/ch1.8.rpy	115	"[what]"
ch1_s8_andia1_a33dae49	d	Oh, I know! I'll buy you more painting supplies!	game/story scripts/ch1.8.rpy	118	d "[what]"
ch1_s8_andia1_141eccbb	a	I guess I... would appreciate that. Thank you.	game/story scripts/ch1.8.rpy	120	a "[what]"
ch1_s8_andia1_e7d86fc9	d	No, thank you!	game/story scripts/ch1.8.rpy	121	d "[what]"
ch1_s8_andia2_4ecdc942	d	Unfortunately, I don't feel comfortable with being painted.	game/story scripts/ch1.8.rpy	126	d "[what]"
ch1_s8_andia2_7d86bcdd	a	Ah... ok.	game/story scripts/ch1.8.rpy	128	a "[what]"
ch1_s8_andia2_d8929f99		We spend some time chatting about everything and nothing. Eventually, Andia yawns and I feel tired too so I decide to return to my room.	game/story scripts/ch1.8.rpy	129	"[what]"
ch1_s8_bogdan_f287d940	d	I'd like to watch Bogdan train.	game/story scripts/ch1.8.rpy	134	d "[what]"
ch1_s8_bogdan_418ecab2	b	Oh, I'm so happy you want to spend time with me, Dobrava!	game/story scripts/ch1.8.rpy	136	b "[what]"
ch1_s8_bogdan_0eeef2c8	b	I'll be sure to put on the best show for you!	game/story scripts/ch1.8.rpy	137	b "[what]"
ch1_s8_bogdan_9cf28688	a	Just don't trip and impale yourself on your sword.	game/story scripts/ch1.8.rpy	139	a "[what]"
ch1_s8_bogdan_2801a074	b	Very funny! As if you didn't know I'm the best swordsman around!	game/story scripts/ch1.8.rpy	141	b "[what]"
ch1_s8_bogdan_05e70cb6	a	Of course you are! Was there ever any doubt?	game/story scripts/ch1.8.rpy	142	a "[what]"
ch1_s8_bogdan_cb4bd9c0	b	Now I'm not sure whether that was sincere or not. What do you think, Dobrava?	game/story scripts/ch1.8.rpy	144	b "[what]"
ch1_s8_bogdan_e26732ff	d	You are of course the best swordsman I know!	game/story scripts/ch1.8.rpy	145	d "[what]"
ch1_s8_bogdan_0adff257		I don't know many warriors though.	game/story scripts/ch1.8.rpy	146	"[what]"
ch1_s8_bogdan_dd119149	b	See, Dobrava thinks I'm awesome. You're amazing too, Dobrava! You're beautiful, smart, and always know what to say.	game/story scripts/ch1.8.rpy	148	b "[what]"
ch1_s8_bogdan_d66a396c		Uh-oh... do I like the direction this is going in?	game/story scripts/ch1.8.rpy	149	"[what]"
ch1_s8_bogdan_d52c5f83	d	Well, of course I am. It's always nice to hear compliments from someone as handsome and capable as you...	game/story scripts/ch1.8.rpy	152	d "[what]"
ch1_s8_bogdan_96e74b0c	a	Bleh... maybe it's time you get some time alone. I'll take my leave.	game/story scripts/ch1.8.rpy	154	a "[what]"
ch1_s8_bogdan_f8321d05	z	Same here. Good luck, you two.	game/story scripts/ch1.8.rpy	156	z "[what]"
ch1_s8_bogdan_3ad1cb1a	b	Luck? I don't need luck, I have Dobrava!	game/story scripts/ch1.8.rpy	157	b "[what]"
ch1_s8_bogdan_390d6b1a		I just laugh in response.	game/story scripts/ch1.8.rpy	158	"[what]"
ch1_s8_bogdan_a9e15f21	d	Thank you, Bogdan, but I don't want any misunderstanding between us. I just want us to be friends.	game/story scripts/ch1.8.rpy	162	d "[what]"
ch1_s8_bogdan_a9ca9f9a	b	Oh...	game/story scripts/ch1.8.rpy	164	b "[what]"
ch1_s8_bogdan_d07f245b		Now I've made him sad, but it's better to be clear when we've just started getting to know each other.	game/story scripts/ch1.8.rpy	165	"[what]"
ch1_s8_bogdan_b43dd4fa	d	Don't be upset. Friends are a great thing too. Friendship is as powerful as Andia's magic or a swing of your sword!	game/story scripts/ch1.8.rpy	166	d "[what]"
ch1_s8_bogdan_1f1ca0b6	b	Ah... that's right! Let's be the best of friends, Dobrava!	game/story scripts/ch1.8.rpy	168	b "[what]"
ch1_s8_bogdan_14a9c9a5		I guess he cheers up as quickly as he gets sad. How endearing.	game/story scripts/ch1.8.rpy	169	"[what]"
ch1_s8_bogdan2_80c1a956		Bogdan and I make our way outside. The tavern is located just off the main road through the forest so the calm and serene woods greet us when we exit the tavern.	game/story scripts/ch1.8.rpy	180	"[what]"
ch1_s8_bogdan2_0a961e02		Bogdan leads me to a clearing just a few minutes away from the tavern.	game/story scripts/ch1.8.rpy	181	"[what]"
ch1_s8_bogdan2_7e808d53		I watch as Bogdan takes his sword off his back and starts swinging it, showing off various complicated stances. I can't help but feel impressed.	game/story scripts/ch1.8.rpy	182	"[what]"
ch1_s8_bogdan2_8b593692		It doesn't take long before he takes off his shirt and I can also be impressed watching his muscles flex in the light of the setting sun.	game/story scripts/ch1.8.rpy	183	"[what]"
ch1_s8_bogdan2_41dd9ccc		Gods, what a view!	game/story scripts/ch1.8.rpy	185	"[what]"
ch1_s8_bogdan2_8b681dce		At some point Bogdan stops to drink water and looks at me.	game/story scripts/ch1.8.rpy	186	"[what]"
ch1_s8_bogdan2_0ea378a5	b	Why is your face so red?	game/story scripts/ch1.8.rpy	188	b "[what]"
ch1_s8_bogdan2_bbf4a190		Uh-oh. I must be blushing really hard for it to be visible on my darker complexion.	game/story scripts/ch1.8.rpy	189	"[what]"
ch1_s8_bogdan2_acd3a245	d	It's nothing!	game/story scripts/ch1.8.rpy	190	d "[what]"
ch1_s8_bogdan2_1d82bea0		Bogdan approaches me. He kneels in front of where I'm sitting on a log and looks at me with worry in his eyes.	game/story scripts/ch1.8.rpy	191	"[what]"
ch1_s8_bogdan2_41d26f02	b	Whoa... your ears are red too.	game/story scripts/ch1.8.rpy	192	b "[what]"
ch1_s8_bogdan2_9c842a64	d	I'm saying it's nothing!	game/story scripts/ch1.8.rpy	193	d "[what]"
ch1_s8_bogdan2_c90fa0fb		He ignores me and, with a focused expression, places one hand on each of our foreheads.	game/story scripts/ch1.8.rpy	194	"[what]"
ch1_s8_bogdan2_050c4a05	b	Hmm.. you seem to have a fever, Dobrava!	game/story scripts/ch1.8.rpy	196	b "[what]"
ch1_s8_bogdan2_8c88c749		How do I get out of this? I don't know, but one thing's for sure: I'm too embarrassed to explain it to him!	game/story scripts/ch1.8.rpy	197	"[what]"
ch1_s8_bogdan2_4dcec98f	d	Nothing is wrong... I'm fine, really.	game/story scripts/ch1.8.rpy	200	d "[what]"
ch1_s8_bogdan2_fa34d63f	b	Why are you lying to me?!	game/story scripts/ch1.8.rpy	202	b "[what]"
ch1_s8_bogdan2_276caf95	d	Yes, it seems I do have a fever.	game/story scripts/ch1.8.rpy	205	d "[what]"
ch1_s8_bogdan2_641d96bc	b	Figured!	game/story scripts/ch1.8.rpy	207	b "[what]"
ch1_s8_bogdan3_357edfce		Uh-oh. Now he's angry.	game/story scripts/ch1.8.rpy	210	"[what]"
ch1_s8_bogdan3_c10ecb33		Before I can react, Bogdan takes me in his arms.	game/story scripts/ch1.8.rpy	212	"[what]"
ch1_s8_bogdan3_d5ab90af	d	What are you doing?! Put me down!	game/story scripts/ch1.8.rpy	214	d "[what]"
ch1_s8_bogdan3_5bfc71fc	b	You're sick. I have to take care of you. My mother always told me a warrior's strength is in how they can protect others.	game/story scripts/ch1.8.rpy	215	b "[what]"
ch1_s8_bogdan3_916bb1c7		This is the first time I've heard about Bogdan's mother.	game/story scripts/ch1.8.rpy	216	"[what]"
ch1_s8_bogdan4_3064aba5	d	Your mother, Bogdan... would you tell me more about her?	game/story scripts/ch1.8.rpy	226	d "[what]"
ch1_s8_bogdan4_04d1c76e	b	Ah, my mother! Her name is Vshebora. She's an amazing warrior! She was the one who taught me to use swords, axes, and maces. She can kill monsters like no one else I know.	game/story scripts/ch1.8.rpy	228	b "[what]"
ch1_s8_bogdan4_28fe7f13		Bogdan's mother is probably the source of his fascination with being a strong warrior and powerful weapons.	game/story scripts/ch1.8.rpy	229	"[what]"
ch1_s8_bogdan4_3f5bdef3	d	That's amazing! Where is she now?	game/story scripts/ch1.8.rpy	231	d "[what]"
ch1_s8_bogdan4_c5ca2fcd	b	Probably somewhere to the west, adventuring at the border of Darkness.	game/story scripts/ch1.8.rpy	233	b "[what]"
ch1_s8_bogdan4_91b0fd96	d	Isn't that the most dangerous place in Ostoya?	game/story scripts/ch1.8.rpy	235	d "[what]"
ch1_s8_bogdan4_f8e0cb77	b	It is! But my mother is powerful! No one can defeat her!	game/story scripts/ch1.8.rpy	236	b "[what]"
ch1_s8_bogdan4_aa7a6ace	d	Of course!	game/story scripts/ch1.8.rpy	238	d "[what]"
ch1_s8_bogdan4_34caaeaf		I can't help but feel worried though. There are all manner of abominations, creatures from nightmares that no one can imagine, lurking at the edge between Ostoya and the Darkness-eaten lands.	game/story scripts/ch1.8.rpy	240	"[what]"
ch1_s8_bogdan4_557c989f		But someone has to protect us, the ones trying to just live our lives in this land, from the Darkness.	game/story scripts/ch1.8.rpy	241	"[what]"
ch1_s8_bogdan4_e31dc181		And those courageous people are Ostoya's most powerful adventurers.	game/story scripts/ch1.8.rpy	242	"[what]"
ch1_s8_bogdan4_0bed2cad		I guess Bogdan's mother is one such individual. I feel grateful to her for both giving birth to Bogdan and dedicating her life to protecting others.	game/story scripts/ch1.8.rpy	243	"[what]"
ch1_s8_bogdan4_c53a7472	d	Do you hope to one day join Vshebora on the border, Bogdan?	game/story scripts/ch1.8.rpy	244	d "[what]"
ch1_s8_bogdan4_ee5a515f	b	Yes, of course! But she said I need to get even stronger first! She'll come pick me up in a few years. I hope the rest of the party will come too!	game/story scripts/ch1.8.rpy	246	b "[what]"
ch1_s8_bogdan4_f3920d2c		This is the most I've ever heard Bogdan speak. I can tell how important his mother is to him.	game/story scripts/ch1.8.rpy	247	"[what]"
ch1_s8_bogdan4_d1871975	d	Thank you for sharing this with me.	game/story scripts/ch1.8.rpy	248	d "[what]"
ch1_s8_bogdan4_c4c3ef35	b	Ehh... no need to thank me. If you want to know something, just ask.	game/story scripts/ch1.8.rpy	250	b "[what]"
ch1_s8_bogdan5_8cb59999		The subject is probably too private for Bogdan to talk about with someone he met just a few hours ago.	game/story scripts/ch1.8.rpy	255	"[what]"
ch1_s8_bogdan5_93743934		We walk back to the tavern in silence.	game/story scripts/ch1.8.rpy	256	"[what]"
ch1_s8_bogdan6_6438af76	z	Whoa... what's wrong?!	game/story scripts/ch1.8.rpy	270	z "[what]"
ch1_s8_bogdan6_6d52d0b7		Zygmunt leaves his table where he was playing cards with some other tavern patrons and runs up to us.	game/story scripts/ch1.8.rpy	271	"[what]"
ch1_s8_bogdan6_1f933f7a	b	Dobrava is sick.	game/story scripts/ch1.8.rpy	273	b "[what]"
ch1_s8_bogdan6_301fdc3c	d	I feel much better now, Bogdan. You can put me down.	game/story scripts/ch1.8.rpy	274	d "[what]"
ch1_s8_bogdan6_1755448e		But he doesn't. Instead he makes his way up the stairs to my room.	game/story scripts/ch1.8.rpy	275	"[what]"
ch1_s8_bogdan6_0b8819a4	z	What's wrong with her?	game/story scripts/ch1.8.rpy	277	z "[what]"
ch1_s8_bogdan6_9d60eb08	b	She has a fever.	game/story scripts/ch1.8.rpy	279	b "[what]"
ch1_s8_bogdan6_7032845c	b	They have a fever.	game/story scripts/ch1.8.rpy	281	b "[what]"
ch1_s8_bogdan6_585cfbe6	d	Not anymore, I'm fine!	game/story scripts/ch1.8.rpy	282	d "[what]"
ch1_s8_bogdan6_fa421fae		Bogdan puts me on the bed very gently and kneels to take off my shoes.	game/story scripts/ch1.8.rpy	291	"[what]"
ch1_s8_bogdan6_9161c9b7	d	Bogdan! Stop this!	game/story scripts/ch1.8.rpy	292	d "[what]"
ch1_s8_bogdan6_55c6e849	b	Look at how red her face is!	game/story scripts/ch1.8.rpy	294	b "[what]"
ch1_s8_bogdan6_1cd6c324	b	Look at how red their face is!	game/story scripts/ch1.8.rpy	296	b "[what]"
ch1_s8_bogdan6_2f4187d4		Zygmunt looks at the shirtless Bogdan kneeling in front of me and then at my face which is surely beet red. Then he smiles brightly, understanding in his eyes.	game/story scripts/ch1.8.rpy	297	"[what]"
ch1_s8_bogdan6_82abe01e	z	Well, excuse me then, it looks like you've got the situation under control, Bogdi. I'm going back to my table.	game/story scripts/ch1.8.rpy	299	z "[what]"
ch1_s8_bogdan6_ae13a5e5	b	Aren't you even a bit worried about her health?!	game/story scripts/ch1.8.rpy	301	b "[what]"
ch1_s8_bogdan6_2b389460	z	She's not sick, Bogdan. You're just embarrassing her parading around half-naked. How cute.	game/story scripts/ch1.8.rpy	302	z "[what]"
ch1_s8_bogdan6_226ef038	b	Aren't you even a bit worried about their health?!	game/story scripts/ch1.8.rpy	304	b "[what]"
ch1_s8_bogdan6_8218c15a	z	They're not sick, Bogdan. You're just embarrassing them parading around half-naked. How cute.	game/story scripts/ch1.8.rpy	305	z "[what]"
ch1_s8_bogdan6_a4050f52		Chuckling, he leaves. Bogdan looks at me with wide eyes.	game/story scripts/ch1.8.rpy	307	"[what]"
ch1_s8_bogdan6_a9ca9f9a	b	Oh...	game/story scripts/ch1.8.rpy	308	b "[what]"
ch1_s8_bogdan6_eba78287		I hide my face in my hands. This is so embarrassing.	game/story scripts/ch1.8.rpy	309	"[what]"
ch1_s8_bogdan6_046c3028	d	I'm sorry, Bogdan...	game/story scripts/ch1.8.rpy	310	d "[what]"
ch1_s8_bogdan6_16e91d4e	b	Sorry... there's no need to be sorry... it's a misunderstanding on my part...	game/story scripts/ch1.8.rpy	312	b "[what]"
ch1_s8_bogdan6_4f442447	b	I will take my leave.	game/story scripts/ch1.8.rpy	313	b "[what]"
ch1_s8_bogdan6_aa4d81cf		Well, that was awkward.	game/story scripts/ch1.8.rpy	314	"[what]"
ch1_s8_zygmunt_567d7b15	d	I'd like to play cards with Zygmunt.	game/story scripts/ch1.8.rpy	319	d "[what]"
ch1_s8_zygmunt_1cd35222	z	I'm happy you want to spend time with me, Dobrava!	game/story scripts/ch1.8.rpy	321	z "[what]"
ch1_s8_zygmunt_d999d0ae	z	Or do you just want to play cards?	game/story scripts/ch1.8.rpy	323	z "[what]"
ch1_s8_zygmunt_1e5e315a	d	Why? Are you scared your charms won't work on me? Of course I'd like to spend more time with you and get to know you better, handsome!	game/story scripts/ch1.8.rpy	326	d "[what]"
ch1_s8_zygmunt_37b68b7f	z	That's music to my ears, my dear. Come, let's play!	game/story scripts/ch1.8.rpy	328	z "[what]"
ch1_s8_zygmunt_ee9571a9	d	I just want to play cards. With the additional benefit of getting to know a friend better.	game/story scripts/ch1.8.rpy	331	d "[what]"
ch1_s8_zygmunt_3272c2ab	z	A friend? Alright. I see. Playing games with a friend is a fine way to spend any evening	game/story scripts/ch1.8.rpy	333	z "[what]"
ch1_s8_zygmunt2_9785d076		Zygmunt leads me to one of the tables in the middle of the tavern. We sit down opposite each other. From his bag he pulls out a deck of cards.	game/story scripts/ch1.8.rpy	343	"[what]"
ch1_s8_zygmunt2_136c2676	d	What will we be playing?	game/story scripts/ch1.8.rpy	345	d "[what]"
ch1_s8_zygmunt2_b13f83a3	z	Kings and Queens? Leshy?	game/story scripts/ch1.8.rpy	347	z "[what]"
ch1_s8_zygmunt2_1ef0dd8f	d	Let's go with Leshy.	game/story scripts/ch1.8.rpy	349	d "[what]"
ch1_s8_zygmunt2_a5bf5ed5	z	If so, we should place bets.	game/story scripts/ch1.8.rpy	351	z "[what]"
ch1_s8_zygmunt2_3d22b3d2	d	Bets? I don't know about you, but I don't have an awful lot of money.	game/story scripts/ch1.8.rpy	353	d "[what]"
ch1_s8_zygmunt2_837af6ee	z	Not that type of bet. Let's say... the person who loses has to grant one wish to the winner.	game/story scripts/ch1.8.rpy	354	z "[what]"
ch1_s8_zygmunt2_74e6cf1e		That's dangerous... but exciting nonetheless.	game/story scripts/ch1.8.rpy	355	"[what]"
ch1_s8_zygmunt2_185914b4	d	I'd rather play without betting. I don't like this idea.	game/story scripts/ch1.8.rpy	361	d "[what]"
ch1_s8_zygmunt2_073c64c8	z	Alright, as you wish.	game/story scripts/ch1.8.rpy	363	z "[what]"
ch1_s8_zygmunt2_07c0efe7		We play a few rounds of cards and pass the evening in happy companionship.	game/story scripts/ch1.8.rpy	364	"[what]"
ch1_s8_zygmunt2_5fa335fe		Eventually it's time to go to sleep, so we head to our respective rooms.	game/story scripts/ch1.8.rpy	365	"[what]"
ch1_s8_zygmunt3_3f321814	d	Alright. Anything?	game/story scripts/ch1.8.rpy	370	d "[what]"
ch1_s8_zygmunt3_136c32e3	z	Yes, anything as long as it's consensual. And nothing big, it should be done in a minute or so and here in the tavern.	game/story scripts/ch1.8.rpy	372	z "[what]"
ch1_s8_zygmunt3_09361346		Whoa? I wonder what his wish is. Should I lose on purpose to find out?	game/story scripts/ch1.8.rpy	373	"[what]"
ch1_s8_zygmunt3_6728a10a		No, it would be unlike me to not play to win, and it wouldn't be fair towards Zygmunt either.	game/story scripts/ch1.8.rpy	376	"[what]"
ch1_s8_zygmunt3_fa33c3c8		The first two rounds of Leshy we play are a tie. I'm good at Leshy, but clearly Zygmunt is too.	game/story scripts/ch1.8.rpy	377	"[what]"
ch1_s8_zygmunt3_5dcebc4b	z	Wow, you are a fierce opponent.	game/story scripts/ch1.8.rpy	378	z "[what]"
ch1_s8_zygmunt3_89d721b4	d	So are you.	game/story scripts/ch1.8.rpy	379	d "[what]"
ch1_s8_zygmunt3_e9e1b0a1		But with the third game the luck is not on my side and I pull weak cards. I win one round of three but I lose the other two.	game/story scripts/ch1.8.rpy	381	"[what]"
ch1_s8_zygmunt3_eefe1c96		I'm too curious about what Zygmunt wants from me. I'm usually super competitive and good at Leshy, but I think I'll play to lose this time around.	game/story scripts/ch1.8.rpy	384	"[what]"
ch1_s8_zygmunt3_5ef8c80f		We play three rounds and I win only one of them, not to arouse any suspicion. This makes me the loser.	game/story scripts/ch1.8.rpy	385	"[what]"
ch1_s8_zygmunt4_be94b369	d	I lost...	game/story scripts/ch1.8.rpy	390	d "[what]"
ch1_s8_zygmunt4_f0307160	z	Hah. That means I won. Double or nothing?	game/story scripts/ch1.8.rpy	391	z "[what]"
ch1_s8_zygmunt4_fe9c73c1	d	No, it's fine. You're too strong an opponent for me. So, what's your wish?	game/story scripts/ch1.8.rpy	393	d "[what]"
ch1_s8_zygmunt4_fc7ced95		He hesitates for a moment and blushes. Huh? He blushes?	game/story scripts/ch1.8.rpy	395	"[what]"
ch1_s8_zygmunt4_54cdbae6	z	This has to be consensual so you can always say no.	game/story scripts/ch1.8.rpy	396	z "[what]"
ch1_s8_zygmunt4_709f6c56	d	Uh-huh.	game/story scripts/ch1.8.rpy	397	d "[what]"
ch1_s8_zygmunt4_1c229744	z	But may I ask you for a kiss?	game/story scripts/ch1.8.rpy	398	z "[what]"
ch1_s8_zygmunt4_09005a05		Huh?! He wants to kiss me?!	game/story scripts/ch1.8.rpy	400	"[what]"
ch1_s8_zygmunt5_d7b44b66	z	Forget it... that might have been too much to ask...	game/story scripts/ch1.8.rpy	413	z "[what]"
ch1_s8_zygmunt5_b2e82ddd		I get up and go around the table to his side. Then I grab him by the collar of his shirt and kiss him. He is surprised at first but kisses me back.	game/story scripts/ch1.8.rpy	417	"[what]"
ch1_s8_zygmunt5_94003b69		Well, I have to say he is good at this. But when he licks my lower lip, asking for permission to deepen the kiss, I pull back. That's too much for my first kiss with him.	game/story scripts/ch1.8.rpy	418	"[what]"
ch1_s8_zygmunt5_4ffa0bca		Either way, I enjoyed our moment of intimacy and I don't regret it. I smile at him and he smiles back.	game/story scripts/ch1.8.rpy	419	"[what]"
ch1_s8_zygmunt5_f48dd028	z	I didn't expect you would agree to that...	game/story scripts/ch1.8.rpy	420	z "[what]"
ch1_s8_zygmunt5_59fa94f6	d	Then I'm happy to have surprised you.	game/story scripts/ch1.8.rpy	421	d "[what]"
ch1_s8_zygmunt5_b4fa4036		We play a few more rounds of cards and pass the evening in happy companionship. Eventually it's time to go to sleep, so we head to our respective rooms.	game/story scripts/ch1.8.rpy	422	"[what]"
ch1_s8_zygmunt6_d7b44b66	z	Forget it... that might have been too much to ask...	game/story scripts/ch1.8.rpy	425	z "[what]"
ch1_s8_zygmunt6_86e1802d		I go around the table to his side and lean in front of him. But I kiss him on the cheek. When I pull back he looks surprised and a bit disappointed.	game/story scripts/ch1.8.rpy	427	"[what]"
ch1_s8_zygmunt6_fbd5e238	z	That's not what I meant...	game/story scripts/ch1.8.rpy	429	z "[what]"
ch1_s8_zygmunt6_fe1d6ea6	d	You didn't specify where the kiss should be. I believe I upheld my end of the bet.	game/story scripts/ch1.8.rpy	431	d "[what]"
ch1_s8_zygmunt6_967bde44	z	Alright. I'll be more precise with my words next time.	game/story scripts/ch1.8.rpy	433	z "[what]"
ch1_s8_zygmunt6_b4fa4036		We play a few more rounds of cards and pass the evening in happy companionship. Eventually it's time to go to sleep, so we head to our respective rooms.	game/story scripts/ch1.8.rpy	434	"[what]"
ch1_s8_zygmunt7_d7b44b66	z	Forget it... that might have been too much to ask...	game/story scripts/ch1.8.rpy	437	z "[what]"
ch1_s8_zygmunt7_f4867b18	d	I think you've got the wrong idea about... us, Zygmunt. I just want to be friends with you.	game/story scripts/ch1.8.rpy	439	d "[what]"
ch1_s8_zygmunt7_be907f90	z	Ah... ok. I understand.	game/story scripts/ch1.8.rpy	441	z "[what]"
ch1_s8_zygmunt7_6b9b1534		He looks so sad and disappointed that I get up and go over to his side of the table. I lean in and give him a hug.	game/story scripts/ch1.8.rpy	442	"[what]"
ch1_s8_zygmunt7_746c1d0a	z	Thank you. I appreciate the consolation prize.	game/story scripts/ch1.8.rpy	444	z "[what]"
ch1_s8_zygmunt7_3310f737	d	I'm glad you liked it.	game/story scripts/ch1.8.rpy	446	d "[what]"
ch1_s8_zygmunt7_b4fa4036		We play a few more rounds of cards and pass the evening in happy companionship. Eventually it's time to go to sleep, so we head to our respective rooms.	game/story scripts/ch1.8.rpy	447	"[what]"
ch1_s8_alone_b36bce4e		I decide to spend my evening doing bard things. After all, everyone needs a bit of time to themselves. So do I.	game/story scripts/ch1.8.rpy	456	"[what]"
ch1_s8_alone_a51d5d8d		I sit at my usual spot, tell stories, and play the flute.	game/story scripts/ch1.8.rpy	457	"[what]"
ch1_s8_alone_a4bf8e24		Eventually it's time to go to sleep, so I head up to my room.	game/story scripts/ch1.8.rpy	458	"[what]"
ch1_s9_38ad374c		I toss and turn and can't fall asleep. When I do, I dream of combat and scary monsters who used to be human but no longer are.	game/story scripts/ch1.9-10.rpy	6	"[what]"
ch1_s9_1c6ad479	d	No! No!	game/story scripts/ch1.9-10.rpy	7	d "[what]"
ch1_s9_29f4f22c		A knock on the door wakes me up. I get dressed quickly and move to open the door.	game/story scripts/ch1.9-10.rpy	10	"[what]"
ch1_s9_zygmunt_ba632f1d	z	You were screaming. Did you have a nightmare?	game/story scripts/ch1.9-10.rpy	24	z "[what]"
ch1_s9_zygmunt_6a77cd52	d	Yes... about what happened today.	game/story scripts/ch1.9-10.rpy	26	d "[what]"
ch1_s9_zygmunt_e2c6d8bd	z	Do you want to talk about it?	game/story scripts/ch1.9-10.rpy	27	z "[what]"
ch1_s9_zygmunt2_ed49dca4	d	Sure. That would help.	game/story scripts/ch1.9-10.rpy	35	d "[what]"
ch1_s9_zygmunt2_15806a83	z	Can I come inside?	game/story scripts/ch1.9-10.rpy	36	z "[what]"
ch1_s9_zygmunt2_08c3c4ca	d	Sure.	game/story scripts/ch1.9-10.rpy	37	d "[what]"
ch1_s9_zygmunt2_2222e183		I move to the side and let Zygmunt enter my room. He sits on the bed and pats the spot next to him. I sit down.	game/story scripts/ch1.9-10.rpy	38	"[what]"
ch1_s9_zygmunt2_ff711907	z	We've all been through this... first combat, first kill. It's hard at first... getting used to the brutality of it and to taking the lives of others.	game/story scripts/ch1.9-10.rpy	39	z "[what]"
ch1_s9_zygmunt2_d6b319c3	d	Yes, it's easier for me with the monsters... the undead that are supposed to be dead. I feel like it's a mercy to put those bones to rest.	game/story scripts/ch1.9-10.rpy	40	d "[what]"
ch1_s9_zygmunt2_4e137c6d	d	But when I thought that zombie was a human? I couldn't handle the thought of ending someone else's life. Even though it wouldn't have been by my hand.	game/story scripts/ch1.9-10.rpy	41	d "[what]"
ch1_s9_zygmunt2_f4d67cde	d	Just standing by while others kill... it's like you've killed too.	game/story scripts/ch1.9-10.rpy	42	d "[what]"
ch1_s9_zygmunt2_cec18b74	z	It's not the same feeling, but I get what you mean. I hope you never have to take another person's life yourself.	game/story scripts/ch1.9-10.rpy	43	z "[what]"
ch1_s9_zygmunt2_dbe8253b	z	As for why we were so quick to try and kill that man before, even before we knew he was an undead... the Green Zmiy bandits are evil bastards who kidnap women and children and sell them to slavers.	game/story scripts/ch1.9-10.rpy	44	z "[what]"
ch1_s9_zygmunt2_dd2a2482	z	It's better to eliminate every one of them. But still, they are human. Even though they lack basic human morals.	game/story scripts/ch1.9-10.rpy	45	z "[what]"
ch1_s9_zygmunt2_826b6531	d	I didn't know they were that evil...	game/story scripts/ch1.9-10.rpy	46	d "[what]"
ch1_s9_zygmunt2_d35873ee	z	They are. I hope that makes it a bit easier for you.	game/story scripts/ch1.9-10.rpy	47	z "[what]"
ch1_s9_zygmunt3_b01fd72e	d	No, sorry, I don't feel like talking about it.	game/story scripts/ch1.9-10.rpy	51	d "[what]"
ch1_s9_zygmunt3_dee6bee3	z	Alright, I won't pressure you.	game/story scripts/ch1.9-10.rpy	52	z "[what]"
ch1_s9_zygmunt3_8790dacd	z	Just know I'm here for you if you need me.	game/story scripts/ch1.9-10.rpy	53	z "[what]"
ch1_s9_zygmunt3_ac60fa45	d	Of course.	game/story scripts/ch1.9-10.rpy	54	d "[what]"
ch1_s9_zygmunt4_b15099f6	z	But if you want to quit our party, I understand.	game/story scripts/ch1.9-10.rpy	59	z "[what]"
ch1_s9_zygmunt4_cb50b21d		Do I want to quit the party? Is it too much for me?	game/story scripts/ch1.9-10.rpy	60	"[what]"
ch1_s9_zygmunt5_03ad9222	d	I'm not a quitter. It's too early to give up. I've barely been with you one day.	game/story scripts/ch1.9-10.rpy	69	d "[what]"
ch1_s9_zygmunt5_022105ea	z	I'm happy to hear that. I'd be so sad to lose you as a member of our team.	game/story scripts/ch1.9-10.rpy	71	z "[what]"
ch1_s9_zygmunt5_d800ccc1	z	I hope you can rest peacefully. I'm going to go to my room to sleep now.	game/story scripts/ch1.9-10.rpy	72	z "[what]"
ch1_s9_zygmunt5_0d3d0409	d	Alright. Thank you for talking with me.	game/story scripts/ch1.9-10.rpy	74	d "[what]"
ch1_s9_zygmunt5_51d57212	z	I'm always up for a conversation. You can share all your worries with me.	game/story scripts/ch1.9-10.rpy	75	z "[what]"
